strain	date	country	date_submitted	recency	lineage	region	host	clade_membership	author	accession	dinuc_context_fraction	GA_CT_fraction
MPXV_Nigeria_2018_5307	2018-03-23	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.	OP535327		
MPXV_Nigeria_2018_5305	2018-03-23	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.	OP535329		
MPXV_Nigeria_2018_5306	2018-03-23	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.	OP535328		
MPXV_Nigeria_2018_5316	2018-06-01	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.	OP535325		
MPXV/046/19	2019-05-13	Nigeria	2022-10-11	Older	A	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612684	1.00	1.00
MPXV/021/19	2019-04-03	Nigeria	2022-10-11	Older	A	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612680	1.00	0.50
MPXV/017/19	2019-03-19	Nigeria	2022-10-11	Older	A	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612678	0.67	1.00
MPXV/013/19	2019-02-26	Nigeria	2022-10-11	Older	A	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612676		
MPXV/007/19	2019-02-03	Nigeria	2022-10-11	Older	A	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612675		
MPXV_Nigeria_2017_3008	2017-11-05	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.	OP535320	1.00	1.00
MK783032	2017-11-30	Nigeria	2019-07-24	Older	A	Africa	Homo sapiens	IIb	Yinka-Ogunleye,A., Aruna,O., Dalhat,M., Ogoina,D., McCollum,A., Disu,Y., Mamadu,I., Akinpelu,A., Ahmad,A., Burga,J., Ndoreraho,A., Nkunzimana,E., Manneh,L., Mohammed,A., Adeoye,O., Tom-Aba,D., Silenou,B., Ipadeola,O., Saleh,M., Adeyemo,A., Nwadiutor,I., Aworabhi,N., Uke,P., John,D., Wakama,P., Reynolds,M., Mauldin,M., Doty,J., Wilkins,K., Musa,J., Khalakdina,A., Adedeji,A., Mba,N., Ojo,O., Krause,G., Ihekweazu,C., Mauldin,M.R., Li,Y., Gao,J.	MK783032	1.00	1.00
MPXV_Nigeria_2018_5221	2018-01-31	Nigeria	2022-12-25	Older	A	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.	OP535313	1.00	0.36
MPXV/111/19	2019-12-19	Nigeria	2022-10-11	Older	A.2	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612689	1.00	1.00
MPXV/113/19	2019-12-20	Nigeria	2022-10-11	Older	A.2	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612690		
MPXV_USA_2022_VA001	2022-05-01	USA	2022-06-03	Older	A.2	North America	Homo sapiens	IIb	Gigante,C.M., Griffin-Thomas,L.A., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	ON675438	0.90	0.95
Monkeypox/PT0428/2022	2022-08-01	Portugal	2022-09-30	Older	A.2.3	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555515	0.85	1.00
MPXV_USA_2021_TX	2021-07-31	USA	2022-06-03	Older	A.2.3	North America	Homo sapiens	IIb	Gigante,C.M., Stringer,J., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Schulte,J., Li,Y.	ON676707	1.00	1.00
MPXV_USA_2022_PA0016	2022-07-01	USA	2022-09-16	Older	A.2.2	North America	Homo sapiens	IIb	Gigante,C.M., Xia,D., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.	OP450997	0.86	1.00
MPXV_UK_2022_9000166	2022-06-29	United Kingdom	2022-08-31	Older	A.2.2	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP331336	0.88	0.89
MPXV/191/20	2020-01-23	Nigeria	2022-10-11	Older	A.2	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612691	1.00	1.00
Mpox-HCMC-M155	2022-10-19	Vietnam	2022-12-02	Older	A.2.1	Asia		IIb	Nguyen,D.T., Le,H.M., Huynh,H.T.T., Tang,T.C., Le,N.H., Nguyen,H.H., Nghiem,N.M., Nguyen,H.T.T., Vo,Q.T., Vu,T.T.K., Nguyen,T.T., Phan,T.V., Nguyen,T.L.N., Le,T.M., Vo,Q.M., Dinh,M.N.H., Nguyen,P.T., Tran,P.T.L., Tran,T.T.T., Pham,T.T.N., Nguyen,T.H., Truong,L.T.T., Nguyen,H.N.T., Tran,T.T., Le,K.T.T., Lam,Y.M., Thwaites,G., Thwaites,L., Nguyen,C.V.V., Nguyen,A.T., Le,T.V.	OP936001	0.57	0.54
hMpxV/Egypt/MOH-NRC-0002/2022	2022-09-26	Egypt	2022-10-07	Older	A.2.1	Africa	Homo sapiens	IIb	Roshdy,W.H., El-Shesheny,R., Moatasim,Y.M., Kamel,M., Shawky,S., Gomaa,M., Naguib,A., El Guindy,N., Fahim,M., Khalifa,M., Galal,R., Hassany,M., Mohsen,A., Ali,M.A., Kandeel,A.	OP597769	0.85	0.54
MPXV_USA_2022_FL001	2022-05-19	USA	2022-06-03	Older	A.2.1	North America	Homo sapiens	IIb	Gigante,C.M., Lee,P., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mendoza,R., Li,Y.	ON674051	1.00	1.00
Mpox-HCMC-M157	2022-09-26	Vietnam	2022-12-02	Older	A.2.1	Asia		IIb	Nguyen,D.T., Le,H.M., Huynh,H.T.T., Tang,T.C., Le,N.H., Nguyen,H.H., Nghiem,N.M., Nguyen,H.T.T., Vo,Q.T., Vu,T.T.K., Nguyen,T.T., Phan,T.V., Nguyen,T.L.N., Le,T.M., Vo,Q.M., Dinh,M.N.H., Nguyen,P.T., Tran,P.T.L., Tran,T.T.T., Pham,T.T.N., Nguyen,T.H., Truong,L.T.T., Nguyen,H.N.T., Tran,T.T., Le,K.T.T., Lam,Y.M., Thwaites,G., Thwaites,L., Nguyen,C.V.V., Nguyen,A.T., Le,T.V.	OP936000	0.80	0.42
Slovenia-MPXV-30-2022	2022-07-01	Slovenia	2022-10-11	Older	A.2.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605572		
MPXV_UK_2022_9000155	2022-06-03	United Kingdom	2022-08-31	Older	A.2.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP331335	1.00	1.00
MPXV_Nig_2017_297957	2017-12-31	Nigeria	2018-02-06	Older	A.3	Africa	Homo sapiens	IIb	Faye,O., Pratt,C.B., Faye,M., Fall,G., Chitty,J.A., Diagne,M.M., Wiley,M.R., Yinka-Ogunleye,A.F., Aruna,S., Etebu,E.N., Aworabhi,N., Ogoina,D., Numbere,W., Mba,N., Palacios,G., Sall,A.A., Ihekweazu,C., Diagne,M., Palacios,G.F., Sall,A.	MG693723	0.67	0.23
MPXV/015/19	2019-03-14	Nigeria	2022-10-11	Older	A.3	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612677	0.67	1.00
MK783033	2017-10-09	Nigeria	2019-07-24	Older	A.3	Africa	Homo sapiens	IIb	Yinka-Ogunleye,A., Aruna,O., Dalhat,M., Ogoina,D., McCollum,A., Disu,Y., Mamadu,I., Akinpelu,A., Ahmad,A., Burga,J., Ndoreraho,A., Nkunzimana,E., Manneh,L., Mohammed,A., Adeoye,O., Tom-Aba,D., Silenou,B., Ipadeola,O., Saleh,M., Adeyemo,A., Nwadiutor,I., Aworabhi,N., Uke,P., John,D., Wakama,P., Reynolds,M., Mauldin,M., Doty,J., Wilkins,K., Musa,J., Khalakdina,A., Adedeji,A., Mba,N., Ojo,O., Krause,G., Ihekweazu,C., Mauldin,M.R., Li,Y., Gao,J.	MK783033	0.71	0.70
MPXV_Nigeria_2017_2948	2017-10-02	Nigeria	2022-12-25	Older	A.3	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.	OP535323		
MPXV_Nigeria_2017_2947	2017-10-02	Nigeria	2022-12-25	Older	A.3	Africa	Homo sapiens	IIb	Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.	OP535335		
MN648051	2018-10-04	Israel	2019-12-07	Older	A.1	Asia	Homo sapiens	IIb	Cohen Gihon,I., Israeli,O., Shifman,O., Erez,N., Melamed,S., Paran,N., Beth-Din,A., Zvi,A.	MN648051	0.67	0.75
MPXV/003/19	2019-01-16	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612674	0.80	1.00
MPXV-M5320_M15_Bayelsa	2018-08-14	Nigeria	2020-09-15	Older	A.1	Africa	Homo sapiens	IIb	Mauldin,M.R., McCollum,A.M., Nakazawa,Y.J., Mandra,A., Whitehouse,E.R., Davidson,W., Zhao,H., Gao,J., Li,Y., Doty,J., Yinka-Ogunleye,A., Akinpelu,A., Aruna,O., Naidoo,D., Lewandowski,K., Afrough,B., Graham,V., Aarons,E., Hewson,R., Vipond,R., Dunning,J., Chand,M., Brown,C., Cohen-Gihon,I., Erez,N., Shifman,O., Israeli,O., Sharon,M., Schwartz,E., Beth-Din,A., Zvi,A., Mak,T.M., Ng,Y.K., Cui,L., Lin,R.T.P., Olson,V.A., Brooks,T., Paran,N., Ihekweazu,C., Reynolds,M.G., Nakazawa,Y.	MT903341	1.00	1.00
MPXV/039/19	2019-04-29	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612681	0.86	0.88
MPXV-UK_P1	2018-09-30	United Kingdom	2020-09-15	Older	A.1	Europe	Homo sapiens	IIb	Mauldin,M.R., McCollum,A.M., Nakazawa,Y.J., Mandra,A., Whitehouse,E.R., Davidson,W., Zhao,H., Gao,J., Li,Y., Doty,J., Yinka-Ogunleye,A., Akinpelu,A., Aruna,O., Naidoo,D., Lewandowski,K., Afrough,B., Graham,V., Aarons,E., Hewson,R., Vipond,R., Dunning,J., Chand,M., Brown,C., Cohen-Gihon,I., Erez,N., Shifman,O., Israeli,O., Sharon,M., Schwartz,E., Beth-Din,A., Zvi,A., Mak,T.M., Ng,Y.K., Cui,L., Lin,R.T.P., Olson,V.A., Brooks,T., Paran,N., Ihekweazu,C., Reynolds,M.G., Nakazawa,Y.	MT903343	0.33	1.00
MPXV/104/19	2019-11-16	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612688	0.88	0.89
MPXV/040/19	2019-04-29	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612682	0.67	1.00
MPXV/042/19	2019-04-29	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612683	0.50	1.00
MPXV/052/19	2019-06-08	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612685		
MT250197	2019-05-23	Singapore	2020-05-12	Older	A.1	Asia	Homo sapiens	IIb	Yong,S.E.F., Ng,O.T., Ho,Z.J.M., Mak,T.M., Marimuthu,K., Vasoo,S., Yeo,T.W., Ng,Y.K., Cui,L., Ferdous,Z., Chia,P.Y., Aw,B.J.W., Manauis,C.M., Low,C.K.K., Chan,G., Peh,X., Lim,P.L., Chow,L.P.A., Chan,M., Lee,V.J.M., Lin,R.T.P., Heng,M.K.D., Leo,Y.S., Octavia,S., Chen,B.B.	MT250197		
MPXV-Singapore	2019-05-22	Singapore	2020-09-15	Older	A.1	Asia	Homo sapiens	IIb	Mauldin,M.R., McCollum,A.M., Nakazawa,Y.J., Mandra,A., Whitehouse,E.R., Davidson,W., Zhao,H., Gao,J., Li,Y., Doty,J., Yinka-Ogunleye,A., Akinpelu,A., Aruna,O., Naidoo,D., Lewandowski,K., Afrough,B., Graham,V., Aarons,E., Hewson,R., Vipond,R., Dunning,J., Chand,M., Brown,C., Cohen-Gihon,I., Erez,N., Shifman,O., Israeli,O., Sharon,M., Schwartz,E., Beth-Din,A., Zvi,A., Mak,T.M., Ng,Y.K., Cui,L., Lin,R.T.P., Olson,V.A., Brooks,T., Paran,N., Ihekweazu,C., Reynolds,M.G., Nakazawa,Y.	MT903342		
MPXV/018/19	2019-03-18	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612679	1.00	1.00
MPXV-UK_P2	2018-09-27	United Kingdom	2020-09-15	Older	A.1	Europe	Homo sapiens	IIb	Mauldin,M.R., McCollum,A.M., Nakazawa,Y.J., Mandra,A., Whitehouse,E.R., Davidson,W., Zhao,H., Gao,J., Li,Y., Doty,J., Yinka-Ogunleye,A., Akinpelu,A., Aruna,O., Naidoo,D., Lewandowski,K., Afrough,B., Graham,V., Aarons,E., Hewson,R., Vipond,R., Dunning,J., Chand,M., Brown,C., Cohen-Gihon,I., Erez,N., Shifman,O., Israeli,O., Sharon,M., Schwartz,E., Beth-Din,A., Zvi,A., Mak,T.M., Ng,Y.K., Cui,L., Lin,R.T.P., Olson,V.A., Brooks,T., Paran,N., Ihekweazu,C., Reynolds,M.G., Nakazawa,Y.	MT903344		
MPXV-UK_P3	2018-09-27	United Kingdom	2020-09-15	Older	A.1	Europe	Homo sapiens	IIb	Mauldin,M.R., McCollum,A.M., Nakazawa,Y.J., Mandra,A., Whitehouse,E.R., Davidson,W., Zhao,H., Gao,J., Li,Y., Doty,J., Yinka-Ogunleye,A., Akinpelu,A., Aruna,O., Naidoo,D., Lewandowski,K., Afrough,B., Graham,V., Aarons,E., Hewson,R., Vipond,R., Dunning,J., Chand,M., Brown,C., Cohen-Gihon,I., Erez,N., Shifman,O., Israeli,O., Sharon,M., Schwartz,E., Beth-Din,A., Zvi,A., Mak,T.M., Ng,Y.K., Cui,L., Lin,R.T.P., Olson,V.A., Brooks,T., Paran,N., Ihekweazu,C., Reynolds,M.G., Nakazawa,Y.	MT903345		
MPXV/058/19	2019-08-19	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612687	0.67	0.60
MPXV/053/19	2019-07-01	Nigeria	2022-10-11	Older	A.1	Africa	Homo sapiens	IIb	Ndodo,N., Ashcroft,J., Lewandowski,K., Yinka-Ogunleye,A., Chukwu,C., Ahmad,A., King,D., Akinpelu,A., Maluquer de Motes,C., Ribeca,P., Summer,R.P., Rambaut,A., Chester,M., Maishman,T., Babatunde,O., Mba,N., Aruna,O., Pullan,S.T., Gannon,B., Brown,C., Ihekweazu,C., Adetifa,I., Ulaeto,D.O.	OP612686	1.00	1.00
MPXV_USA_2021_MD	2021-11-01	USA	2022-06-03	Older	A.1.1	North America	Homo sapiens	IIb	Gigante,C.M., Myers,R., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	ON676708	0.67	1.00
MpxV/human/CAN/UN-NML-3921/2022	2022-06-29	Canada	2022-07-26	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	OP062234	1.00	1.00
MPXV_UK_2022_2	2022-05-16	United Kingdom	2022-05-27	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	ON619836	1.00	1.00
MpxV/human/CAN/UN-NML-2858/2022	2022-05-19	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880521		
2022/2 SLO	2022-05-24	Slovenia	2022-05-30	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON631241		
hMPX/Human/USA/CA-LACPHL-MA00083/2022	2022-07-13	USA	2022-09-15	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.	OP442550		
INMI-Pt2	2022-05-19	Italy	2022-06-13	Older	B.1	Europe	Homo sapiens	IIb	Giombini,E., Gruber,C.E.M., Rueca,M., Gramigna,G., VIta,S., Carletti,F., D'Abramo,A., Lapa,D., Puro,V., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Specchiarello,E., Vairo,F., Vaia,F., Garbuglia,A.R., Nicastri,E., Antinori,A., GIrardi,E., Maggi,F.	ON745215		
MpxV/human/USA/OH-UW-071048/2022	2022-07-07	USA	2022-09-15	Older	B.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP442938	1.00	1.00
Monkeypox/PT0038/2022	2022-05-24	Portugal	2022-06-24	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON843166	1.00	1.00
MpxV/human/CAN/UN-NML-3273/2022	2022-05-31	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880537	1.00	1.00
Monkeypox/PT0577/2022	2022-09-09	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555648	0.75	1.00
MPXV/Germany/2022/RKI384	2022-09-01	Germany	2022-09-26	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP523986		
